# sent_id = uppsalaBitov_2.xml_2
# text = В жизни Левы Одоевцева, из тех самых Одоевцевых, не случалось особых потрясений - она в основном протекала.
8	узлов	узел	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	3	conj	3:conj	SpaceAfter=No
9	,	,	PUNCT	_	_	3	punct	3:punct	_
10	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	15	nsubj	15:nsubj	SpaceAfter=No
11	,	,	PUNCT	_	_	13	punct	13:punct	_
12	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	13	det	13:det	_
13	нить	нить	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	10	appos	10:appos	SpaceAfter=No
14	,	,	PUNCT	_	_	10	punct	10:punct	_
15	находилась	находиться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	0	root	0:root	_
16	в	в	ADP	_	_	20	case	20:case	_
17	ровном	ровный	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	20	amod	20:amod	_
18	и	и	CCONJ	_	_	19	cc	19:cc	_
19	несильном	несильный	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	17	conj	17:conj	_
20	натяжении	натяжение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	15	obl	15:obl	_
21	и	и	CCONJ	_	_	25	cc	25:cc	_
22	лишь	лишь	PART	_	_	23	advmod	23:advmod	_
23	временами	временами	ADV	_	Degree=Pos	25	advmod	25:advmod	_
24	немного	немного	ADV	_	Degree=Pos	25	advmod	25:advmod	_
25	провисала	провисать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	15	conj	15:conj	SpaceAfter=No
26	.	.	PUNCT	_	_	15	punct	15:punct	_

# sent_id = uppsalaBitov_2.xml_5
# text = Собственно, и принадлежность его к старому и славному русскому роду не слишком существенна.
1	Собственно	собственно	ADV	_	Degree=Pos	14	parataxis	14:parataxis	SpaceAfter=No
2	,	,	PUNCT	_	_	1	punct	1:punct	_
3	и	и	PART	_	_	4	advmod	4:advmod	_
4	принадлежность	принадлежность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	14	nsubj	14:nsubj	_
5	его	его	DET	_	_	4	det	4:det	_
6	к	к	ADP	_	_	11	case	11:case	_
7	старому	старый	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	11	amod	11:amod	_
8	и	и	CCONJ	_	_	9	cc	9:cc	_
9	славному	славный	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	7	conj	7:conj	_
10	русскому	русский	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	11	amod	11:amod	_
11	роду	род	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	4	nmod	4:nmod	_
12	не	не	PART	_	_	13	advmod	13:advmod	_
13	слишком	слишком	ADV	_	Degree=Pos	14	obl	14:obl	_
14	существенна	существенный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	0	root	0:root	SpaceAfter=No
15	.	.	PUNCT	_	_	14	punct	14:punct	_

# sent_id = uppsalaBitov_2.xml_6
# text = Если его родителям еще приходилось вспоминать и определять отношение к своей фамилии, то это было в давние годы, когда Левы еще не было или он был во чреве.
1	Если	если	SCONJ	_	_	5	mark	5:mark	_
2	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	3	nmod	3:nmod	_
3	родителям	родитель	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	5	iobj	5:iobj	_
4	еще	еще	ADV	_	Degree=Pos	5	advmod	5:advmod	_
5	приходилось	приходиться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	19	advcl	19:advcl	_
6	вспоминать	вспоминать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	5	csubj	5:csubj	_
7	и	и	CCONJ	_	_	8	cc	8:cc	_
8	определять	определять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	6	conj	6:conj	_
9	отношение	отношение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	6	obj	6:obj	_
10	к	к	ADP	_	_	12	case	12:case	_
11	своей	свой	DET	_	Case=Dat|Gender=Fem|Number=Sing	12	det	12:det	_
12	фамилии	фамилия	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	9	nmod	9:nmod	SpaceAfter=No
13	,	,	PUNCT	_	_	5	punct	5:punct	_
14	то	то	SCONJ	_	_	19	mark	19:mark	_
15	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	19	nsubj	19:nsubj	_
16	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	19	cop	19:cop	_
17	в	в	ADP	_	_	19	case	19:case	_
18	давние	давний	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	19	amod	19:amod	_
19	годы	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	0	root	0:root	SpaceAfter=No
20	,	,	PUNCT	_	_	25	punct	25:punct	_
21	когда	когда	SCONJ	_	_	25	mark	25:mark	_
22	Левы	Лева	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	25	nsubj	25:nsubj	_
23	еще	еще	ADV	_	Degree=Pos	25	advmod	25:advmod	_
24	не	не	PART	_	_	25	advmod	25:advmod	_
25	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	19	acl	19:acl	_
26	или	или	CCONJ	_	_	30	cc	30:cc	_
27	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	30	nsubj	30:nsubj	_
28	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	30	cop	30:cop	_
29	во	в	ADP	_	_	30	case	30:case	_
30	чреве	чрево	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	25	conj	25:conj	SpaceAfter=No
31	.	.	PUNCT	_	_	19	punct	19:punct	_

# sent_id = uppsalaBitov_2.xml_7
# text = А у самого Левы, с тех пор как он себя помнил, уже не возникало в этом необходимости, и был он скорее однофамильцем, чем потомком.
1	А	а	CCONJ	_	_	16	cc	16:cc	_
2	у	у	ADP	_	_	4	case	4:case	_
3	самого	сам	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	4	amod	4:amod	_
4	Левы	Лева	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	16	obl	16:obl	SpaceAfter=No
5	,	,	PUNCT	_	_	4	punct	4:punct	_
6	с	с	ADP	_	_	16	advmod	16:advmod	_
7	тех	тот	DET	_	Case=Gen|Number=Plur	6	fixed	6:fixed	_
8	пор	пора	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	6	fixed	6:fixed	_
9	как	как	SCONJ	_	_	12	mark	12:mark	_
10	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	12	nsubj	12:nsubj	_
11	себя	себя	PRON	_	Case=Acc	12	obj	12:obj	_
12	помнил	помнить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	6	advcl	6:advcl	SpaceAfter=No
13	,	,	PUNCT	_	_	6	punct	6:punct	_
14	уже	уже	ADV	_	Degree=Pos	16	advmod	16:advmod	_
15	не	не	PART	_	_	16	advmod	16:advmod	_
16	возникало	возникать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	0	root	0:root	_
17	в	в	ADP	_	_	18	case	18:case	_
18	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	19	nmod	19:nmod	_
19	необходимости	необходимость	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	16	nsubj	16:nsubj	SpaceAfter=No
20	,	,	PUNCT	_	_	25	punct	25:punct	_
21	и	и	CCONJ	_	_	25	cc	25:cc	_
22	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	25	cop	25:cop	_
23	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	25	nsubj	25:nsubj	_
24	скорее	скорее	ADV	_	Degree=Pos	25	obl	25:obl	_
25	однофамильцем	однофамилец	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	16	conj	16:conj	SpaceAfter=No
26	,	,	PUNCT	_	_	28	punct	28:punct	_
27	чем	чем	SCONJ	_	_	28	mark	28:mark	_
28	потомком	потомок	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	24	obl	24:obl	SpaceAfter=No
29	.	.	PUNCT	_	_	16	punct	16:punct	_

# sent_id = uppsalaBitov_2.xml_8
# text = Он был Лева.
1	Он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	3	nsubj	3:nsubj	_
2	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	3	cop	3:cop	_
3	Лева	Лева	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	0	root	0:root	SpaceAfter=No
4	.	.	PUNCT	_	_	3	punct	3:punct	_

# sent_id = uppsalaBitov_2.xml_9
# text = В младенчестве, правда (Лева был зачат в роковом году), случились с ним, вернее с его родителями, кой-какие неприятные перемещения в сторону их замечательного предка, так сказать, "во глубину сибирских руд".
1	В	в	ADP	_	_	2	case	2:case	_
2	младенчестве	младенчество	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	14	obl	14:obl	SpaceAfter=No
3	,	,	PUNCT	_	_	2	punct	2:punct	_
4	правда	правда	ADV	_	Degree=Pos	14	parataxis	14:parataxis	_
5	(	(	PUNCT	_	_	8	punct	8:punct	SpaceAfter=No
6	Лева	Лева	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	8	nsubj:pass	8:nsubj:pass	_
7	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	8	aux:pass	8:aux:pass	_
8	зачат	зачать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	14	parataxis	14:parataxis	_
9	в	в	ADP	_	_	11	case	11:case	_
10	роковом	роковой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	11	amod	11:amod	_
11	году	год	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	8	obl	8:obl	SpaceAfter=No
12	)	)	PUNCT	_	_	8	punct	8:punct	SpaceAfter=No
13	,	,	PUNCT	_	_	8	punct	8:punct	_
14	случились	случиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	0	root	0:root	_
15	с	с	ADP	_	_	16	case	16:case	_
16	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	14	obl	14:obl	SpaceAfter=No
17	,	,	PUNCT	_	_	21	punct	21:punct	_
18	вернее	верно	ADV	_	Degree=Cmp	21	parataxis	21:parataxis	_
19	с	с	ADP	_	_	21	case	21:case	_
20	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	21	nmod	21:nmod	_
21	родителями	родитель	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	16	parataxis	16:parataxis	SpaceAfter=No
22	,	,	PUNCT	_	_	21	punct	21:punct	_
23	кой-какие	кой-какой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	25	amod	25:amod	_
24	неприятные	неприятный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	25	amod	25:amod	_
25	перемещения	перемещение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	14	nsubj	14:nsubj	_
26	в	в	ADP	_	_	27	case	27:case	_
27	сторону	сторона	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	25	nmod	25:nmod	_
28	их	они	PRON	_	Case=Gen|Number=Plur|Person=3	30	nmod	30:nmod	_
29	замечательного	замечательный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	30	amod	30:amod	_
30	предка	предок	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	27	nmod	27:nmod	SpaceAfter=No
31	,	,	PUNCT	_	_	37	punct	37:punct	_
32	так	так	ADV	_	Degree=Pos	33	advmod	33:advmod	_
33	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	37	parataxis	37:parataxis	SpaceAfter=No
34	,	,	PUNCT	_	_	33	punct	33:punct	_
35	"	"	PUNCT	_	_	37	punct	37:punct	SpaceAfter=No
36	во	в	ADP	_	_	37	case	37:case	_
37	глубину	глубина	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	27	conj	27:conj	_
38	сибирских	сибирский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	39	amod	39:amod	_
39	руд	руда	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	37	nmod	37:nmod	SpaceAfter=No
40	"	"	PUNCT	_	_	37	punct	37:punct	SpaceAfter=No
41	.	.	PUNCT	_	_	14	punct	14:punct	_
